,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
325,22017,1628369,0021700539,"DEC 31, 2017",BOS vs. BKN,W,33,2,7,0.286,1,3,0.333,4,6,0.667,0,4,4,0,0,0,4,3,9,-3,1
326,22017,1628369,0021700517,"DEC 28, 2017",BOS vs. HOU,W,40,5,11,0.455,0,3,0.0,9,11,0.818,0,5,5,1,2,1,0,0,19,6,1
327,22017,1628369,0021700506,"DEC 27, 2017",BOS @ CHA,W,35,6,12,0.5,0,3,0.0,6,6,1.0,0,5,5,0,2,2,2,3,18,10,1
328,22017,1628369,0021700495,"DEC 25, 2017",BOS vs. WAS,L,36,7,9,0.778,2,2,1.0,4,6,0.667,0,3,3,0,0,0,4,3,20,-8,1
329,22017,1628369,0021700485,"DEC 23, 2017",BOS vs. CHI,W,33,6,13,0.462,1,3,0.333,0,0,0.0,0,7,7,5,1,0,0,2,13,23,1
330,22017,1628369,0021700468,"DEC 21, 2017",BOS @ NYK,L,34,6,10,0.6,2,6,0.333,3,4,0.75,1,2,3,0,2,0,3,1,17,-6,1
331,22017,1628369,0021700456,"DEC 20, 2017",BOS vs. MIA,L,28,4,9,0.444,0,2,0.0,3,4,0.75,0,7,7,2,0,1,1,2,11,3,1
332,22017,1628369,0021700442,"DEC 18, 2017",BOS @ IND,W,31,6,8,0.75,1,1,1.0,3,3,1.0,0,5,5,4,1,1,2,3,16,6,1
333,22017,1628369,0021700436,"DEC 16, 2017",BOS @ MEM,W,34,7,13,0.538,2,2,1.0,3,3,1.0,6,4,10,1,2,2,0,1,19,21,1
334,22017,1628369,0021700423,"DEC 15, 2017",BOS vs. UTA,L,26,1,6,0.167,1,3,0.333,4,4,1.0,0,4,4,2,0,0,1,4,7,-7,1
335,22017,1628369,0021700407,"DEC 13, 2017",BOS vs. DEN,W,28,6,9,0.667,1,1,1.0,2,3,0.667,0,4,4,2,0,1,1,1,15,4,1
336,22017,1628369,0021700391,"DEC 11, 2017",BOS @ CHI,L,29,1,7,0.143,0,4,0.0,2,4,0.5,1,9,10,1,1,1,0,3,4,-3,1
337,22017,1628369,0021700386,"DEC 10, 2017",BOS @ DET,W,30,4,7,0.571,3,5,0.6,0,0,0.0,0,4,4,0,0,1,1,1,11,12,1
338,22017,1628369,0021700374,"DEC 08, 2017",BOS @ SAS,L,36,6,11,0.545,2,4,0.5,6,6,1.0,0,8,8,0,2,0,0,0,20,-7,1
339,22017,1628369,0021700356,"DEC 06, 2017",BOS vs. DAL,W,33,5,11,0.455,2,3,0.667,5,6,0.833,1,9,10,0,1,0,0,2,17,16,1
340,22017,1628369,0021700343,"DEC 04, 2017",BOS vs. MIL,W,33,5,6,0.833,4,5,0.8,3,4,0.75,0,6,6,0,0,0,1,1,17,8,1
341,22017,1628369,0021700326,"DEC 02, 2017",BOS vs. PHX,W,27,6,8,0.75,1,1,1.0,2,2,1.0,1,5,6,2,2,2,1,2,15,8,1
342,22017,1628369,0021700314,"NOV 30, 2017",BOS vs. PHI,W,28,6,11,0.545,2,3,0.667,1,3,0.333,0,2,2,2,2,0,0,1,15,7,1
343,22017,1628369,0021700292,"NOV 27, 2017",BOS vs. DET,L,35,3,7,0.429,2,4,0.5,2,2,1.0,1,2,3,4,0,1,1,5,10,-13,1
344,22017,1628369,0021700281,"NOV 25, 2017",BOS @ IND,W,38,4,10,0.4,1,5,0.2,2,3,0.667,0,2,2,0,0,0,1,3,11,14,1
345,22017,1628369,0021700269,"NOV 24, 2017",BOS vs. ORL,W,22,4,7,0.571,3,4,0.75,0,0,0.0,1,1,2,0,1,2,0,1,11,13,1
346,22017,1628369,0021700257,"NOV 22, 2017",BOS @ MIA,L,34,5,11,0.455,3,4,0.75,5,5,1.0,1,6,7,4,1,1,1,1,18,4,2
347,22017,1628369,0021700249,"NOV 20, 2017",BOS @ DAL,W,38,6,11,0.545,0,2,0.0,3,4,0.75,0,9,9,1,1,1,1,3,15,15,1
348,22017,1628369,0021700230,"NOV 18, 2017",BOS @ ATL,W,29,5,11,0.455,1,3,0.333,3,3,1.0,0,7,7,0,4,2,1,3,14,-4,1
349,22017,1628369,0021700215,"NOV 16, 2017",BOS vs. GSW,W,27,2,5,0.4,0,0,0.0,8,9,0.889,1,3,4,0,1,0,1,3,12,-18,1
350,22017,1628369,0021700201,"NOV 14, 2017",BOS @ BKN,W,30,6,9,0.667,2,3,0.667,5,6,0.833,1,3,4,0,3,1,1,1,19,5,1
351,22017,1628369,0021700188,"NOV 12, 2017",BOS vs. TOR,W,33,6,15,0.4,1,4,0.25,0,0,0.0,1,6,7,0,0,0,2,3,13,2,1
352,22017,1628369,0021700170,"NOV 10, 2017",BOS vs. CHA,W,31,6,12,0.5,1,4,0.25,3,4,0.75,0,2,2,1,0,0,2,4,16,5,1
353,22017,1628369,0021700161,"NOV 08, 2017",BOS vs. LAL,W,9,1,2,0.5,0,0,0.0,3,3,1.0,0,1,1,1,1,1,1,1,5,-1,1
354,22017,1628369,0021700146,"NOV 06, 2017",BOS @ ATL,W,32,7,13,0.538,3,5,0.6,4,4,1.0,0,8,8,1,1,2,0,1,21,15,1
355,22017,1628369,0021700138,"NOV 05, 2017",BOS @ ORL,W,27,5,8,0.625,2,4,0.5,1,2,0.5,0,4,4,3,1,0,0,4,13,6,1
356,22017,1628369,0021700129,"NOV 03, 2017",BOS @ OKC,W,30,4,10,0.4,2,3,0.667,3,4,0.75,2,4,6,3,0,0,4,1,13,4,1
357,22017,1628369,0021700109,"NOV 01, 2017",BOS vs. SAC,W,26,4,7,0.571,1,2,0.5,3,4,0.75,1,3,4,2,0,0,2,1,12,23,2
358,22017,1628369,0021700092,"OCT 30, 2017",BOS vs. SAS,W,35,2,7,0.286,2,4,0.5,1,2,0.5,0,11,11,2,0,3,2,3,7,10,1
359,22017,1628369,0021700078,"OCT 28, 2017",BOS @ MIA,W,31,6,9,0.667,2,2,1.0,6,7,0.857,2,3,5,0,0,0,0,1,20,2,1
360,22017,1628369,0021700067,"OCT 26, 2017",BOS @ MIL,W,28,3,6,0.5,1,3,0.333,5,5,1.0,0,2,2,3,1,0,2,1,12,8,1
361,22017,1628369,0021700051,"OCT 24, 2017",BOS vs. NYK,W,31,9,15,0.6,4,6,0.667,0,0,0.0,1,3,4,2,4,2,3,4,22,10,2
362,22017,1628369,0021700019,"OCT 20, 2017",BOS @ PHI,W,33,3,8,0.375,0,2,0.0,9,9,1.0,2,6,8,0,0,3,3,3,15,-4,1
363,22017,1628369,0021700007,"OCT 18, 2017",BOS vs. MIL,L,37,3,7,0.429,0,1,0.0,2,5,0.4,2,7,9,2,1,0,2,3,8,-15,1
364,22017,1628369,0021700001,"OCT 17, 2017",BOS @ CLE,L,37,5,12,0.417,1,2,0.5,3,3,1.0,4,6,10,3,0,0,1,4,14,5,1
